Topic,Repos,Tag,TagID,Metrics,composition,total
AutoML,keras-team/autokeras,0.2.3,6,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.3,6,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.3,6,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.4,7,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.4,7,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.4,7,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.4,7,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.4,7,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.5,8,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.5,8,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.5,8,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.5,8,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.5,8,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.6,9,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.6,9,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.6,9,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.6,9,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.6,9,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.7,10,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.7,10,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.7,10,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.7,10,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.7,10,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.8,11,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.8,11,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.8,11,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.8,11,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.8,11,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.9,12,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.9,12,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.9,12,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.9,12,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.9,12,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.10,13,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.10,13,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.10,13,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.10,13,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.10,13,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.11,14,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.11,14,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.11,14,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.11,14,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.11,14,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.12,15,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.12,15,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.12,15,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.12,15,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.12,15,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.13,16,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.13,16,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.13,16,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.13,16,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.13,16,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.14,17,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.14,17,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.14,17,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.14,17,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.14,17,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.15,18,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.15,18,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.15,18,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.15,18,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.15,18,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.16,19,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.16,19,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.16,19,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.16,19,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.16,19,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.17,20,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.17,20,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.17,20,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.17,20,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.17,20,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.18,21,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.18,21,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.18,21,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.18,21,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.18,21,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.19,22,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.19,22,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.19,22,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.19,22,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.19,22,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.3.0,23,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.3.0,23,Permissions,0.0,0
AutoML,keras-team/autokeras,0.3.0,23,Environment,0.0,0
AutoML,keras-team/autokeras,0.3.0,23,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.3.0,23,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.3.1,24,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.3.1,24,Permissions,0.0,0
AutoML,keras-team/autokeras,0.3.1,24,Environment,0.0,0
AutoML,keras-team/autokeras,0.3.1,24,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.3.1,24,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.3.2,25,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.3.2,25,Permissions,0.0,0
AutoML,keras-team/autokeras,0.3.2,25,Environment,0.0,0
AutoML,keras-team/autokeras,0.3.2,25,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.3.2,25,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.3.3,26,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.3.3,26,Permissions,0.0,0
AutoML,keras-team/autokeras,0.3.3,26,Environment,0.0,0
AutoML,keras-team/autokeras,0.3.3,26,Build/Execute,28.57,8
